410.782 0 3 13956.8
0 848.83 1 13454.9
1256.34 0 0 13388.5
413.557 0 0 13387.3
426.713 0 4 13841.8
932.502 0 5 14012.5
0 853.529 2 13769
0 930.946 6 13958.9
427.497 0 0 14080.8
0 850.582 5 13730.6
1253.75 0 6 13585.8
0 1352.99 6 14043.5
0 929.727 2 13848.6
1361.72 0 1 14102
0 1252.86 1 13570.9
0 1254.91 0 13379.9
1252.84 0 0 13761.6
0 411.989 6 13577.2
0 925.943 5 14063.3
1255.93 0 6 13222.1
410.176 0 0 13504.4
932.621 0 1 13891.9
0 1359.26 5 14051.5
0 1255.87 6 13663.7
1253.54 0 6 14054.9
422.05 0 4 14118.6
0 978.654 0 13685.3
1262.71 0 0 13671.3
0 424.425 6 14060
933.328 0 2 14152
0 846.635 0 13461.4
421.047 0 1 14060.8
0 425.37 6 13894.3
0 426.618 0 14133.6
0 1259.08 6 13641.3
933.948 0 3 14100.2
1355.46 0 5 14375.7
0 1258.62 6 14303.7
928.619 0 0 13702.4
0 426.671 0 13890.1
0 405.619 0 13861.7
929.201 0 3 14104.6
931.092 0 3 13881.1
0 980.594 3 13705.1
406.679 0 1 13832.4
427.829 0 6 13656.9
0 845.823 0 13591.4
0 411.697 6 13884.5
409.835 0 6 13853.9
931.461 0 3 13739.9
1355.5 0 3 14038.5
0 1255.75 2 13468.3
1355.65 0 0 13988
0 410.629 3 13419.1
422.545 0 3 13632.5
1257.18 0 0 13564.3
1262.91 0 1 13686.1
1360.35 0 6 14105.1
427.774 0 4 14153.4
0 430.072 6 13956.4
0 1358.49 2 14012.4
411.658 0 5 13841.7
853.762 0 5 13850
0 424.457 0 13923.9
1355.13 0 3 14274.5
0 975.875 0 13609.7
0 427.081 5 14261.5
0 926.073 4 14019.6
0 927.572 0 14053.7
928.498 0 5 13844.6
1254.28 0 6 14102.9
850.273 0 6 13725.5
0 926.244 0 14159.4
0 930.825 1 14000.3
0 429.4 2 14178.8
0 928.359 1 14063
0 973.984 5 13700.9
0 407.415 0 13676.8
1258.67 0 2 13626.3
977.939 0 6 13881.4
933.442 0 3 14120.3
1256.57 0 0 13209.6
0 1352.1 0 14025.2
0 976.515 0 13660
851.777 0 2 13265.6
407.985 0 6 13792.3
406.859 0 0 13514.7
0 1353.15 6 13933.4
0 850.456 6 13665.3
969.29 0 0 14026.4
0 419.508 3 13942.5
0 420.018 1 14066.8
423.556 0 0 13977.4
0 1256.23 6 13521.9
0 1352.97 0 14157.9
0 415.927 0 13916.3
0 1381.18 3 13831.8
0 422.421 5 14232.8
0 429.566 6 13957.6
0 407.277 1 13717.8
925.86 0 2 13989.5
935.867 0 6 13629.6
0 428.596 5 13673.8
923.86 0 4 13777.2
0 409.343 3 13505.9
411.987 0 6 13454.4
975.838 0 6 13702.7
1358.44 0 1 13994.9
0 852.3 6 13608.2
928.036 0 5 14210.8
412.604 0 2 13876.2
977.06 0 0 13586.9
1352 0 6 13895
412.418 0 2 13751.2
846.96 0 1 13862.2
427.25 0 4 13714.7
851.397 0 0 13606.3
0 1258.33 1 13770.5
405.432 0 5 13119.9
0 424.073 4 13644.1
408.503 0 0 13898.2
928.493 0 6 13917.7
0 1259.01 0 14180.3
1352.74 0 0 14207.5
1349.85 0 4 13950.3
1358.55 0 1 14046
422.971 0 4 14011.2
0 406.772 6 13719.7
429.331 0 4 14140.7
0 422.683 1 14140.9
1259.17 0 6 13600.9
0 1354.65 1 14335.4
411.357 0 6 13620.1
407.188 0 0 13580.8
931.822 0 3 13994.7
1352.11 0 6 14177.4
0 412.522 1 13563.3
0 930.891 0 13983.8
0 408.958 6 13893.7
422.55 0 2 13588.6
0 1386.17 1 13642
0 849.149 5 13367.1
0 931.077 0 13927.2
420.645 0 3 13718.2
1255.15 0 5 13668.2
930.459 0 4 13808.8
1380.92 0 1 13632.1
1358.6 0 6 13949.7
978.653 0 0 13491.3
425.349 0 3 13829.7
932.226 0 1 13738.5
0 1354.48 5 14254.6
0 423.781 0 14081.6
0 849.335 3 13540.2
407.265 0 2 13729.5
1262.09 0 6 13524.7
426.666 0 0 13635.3
0 1357.28 2 14029.5
0 1353.01 4 13636.2
425.362 0 3 14127.3
1251.76 0 5 13632.7
0 1257.3 6 13704.5
0 1352.02 4 13840.5
1258.1 0 6 13623.7
854.262 0 6 13536.3
1255.88 0 1 13719.7
974.574 0 2 14064
0 924.996 2 14133.5
428.101 0 2 14020.8
0 426.062 3 14219.9
0 928.96 2 13981.2
0 1251.82 0 13782.9
429.352 0 3 13762.3
0 1256.17 2 13457.9
419.567 0 5 13948.1
405.95 0 1 13519.8
1353.74 0 0 14017.2
0 1353.21 0 14132.3
1355.31 0 2 14174.2
925.546 0 6 13916.3
407.865 0 6 13913.9
0 1353.61 6 13946.9
427.472 0 5 13934
0 924.245 5 13970.1
428.361 0 6 13835.4
0 850.025 0 13492.6
1355.48 0 0 13834
0 1258.22 5 13285.3
0 408.23 0 13043.1
0 409.602 6 13485.3
929.863 0 1 13768.4
404.446 0 1 13610.4
848.257 0 1 13829.2
0 427.206 2 14212.6
0 1352.94 1 14022.9
929.675 0 6 13936.9
846.303 0 5 13894.1
408.716 0 0 13693.9
407.694 0 6 13916.9
422.395 0 3 14163
0 977.194 2 13684.2
413.054 0 6 13649.6
0 978.504 1 13939.7
927.692 0 2 14097.8
0 1259.5 5 13710.4
1258.71 0 1 13567.6
1254.16 0 0 14041.8
1254.37 0 2 13396.8
0 1264.31 1 13356.4
423.873 0 3 14131.8
411.917 0 1 13690.6
1351.99 0 0 14210.4
1257.44 0 0 13568.5
974.137 0 3 13538
1350.73 0 1 13861.9
1351.52 0 1 13888.4
0 406.068 0 13464.9
969.471 0 2 13520.6
0 420.511 2 13983.1
423.297 0 6 13824
0 1354.67 2 14049.9
0 414.933 1 13458.9
424.833 0 1 13720.6
0 414.553 5 13765.9
0 1255.51 6 13477.9
929.297 0 0 13832.2
0 422.438 0 14195.5
0 420.917 3 14128
1258.4 0 0 13708.1
0 928.952 3 13899.4
1257.87 0 0 13838.7
931.805 0 3 14051.9
1260.49 0 0 13524.3
0 929.919 3 13948
0 975.639 6 13566
0 414.792 1 13888
0 429.636 5 13512.5
126.809 0 6 13433.4
0 850.008 0 13947.6
0 1347.87 1 13909.4
1357.63 0 2 14204.1
1255.85 0 6 13772.7
0 125.764 6 13806.1
0 1347.98 2 14158.5
0 852.633 0 13765.4
0 403.062 6 13544.1
855.958 0 3 13745.9
428.308 0 3 13979.3
849.028 0 0 13444.4
0 928.801 2 14339.4
411.261 0 2 13418.8
0 426.081 0 14341.7
403.611 0 1 13662
0 405.126 0 13621.5
0 1256.56 0 13952.3
425.655 0 2 14200.4
0 1352.85 5 14196.6
0 130.057 0 13590.5
1357.59 0 0 13786.2
0 412.736 1 13781.6
0 976.307 1 13658.5
0 418.983 3 14024.8
1260.78 0 6 13253.9
0 1256 6 13691
1355.2 0 1 13845.7
0 1354.22 1 14019.9
1254.73 0 3 13440
0 852.689 6 13669
932.805 0 3 13983.7
0 978.026 6 13742.1
0 927.839 0 14106.5
0 419.098 3 13805.1
0 411.037 1 13379.8
0 928.207 3 14200.1
0 1351.05 3 14327.9
0 848.575 6 13438.4
0 1353.93 6 14057
0 1259.84 1 13908.1
932.409 0 6 13967.9
0 1359.87 2 13900.7
0 980.259 0 13639.6
931.395 0 3 13833.2
0 1255.04 6 13300.1
971.525 0 6 13800
0 852.734 6 13476.9
0 851.317 1 13813.5
0 429.015 5 14016.3
1255.22 0 3 13678.9
0 1253.7 6 13755.5
975.832 0 2 13504.6
972.158 0 6 13782.5
427.988 0 0 13944.5
0 423.241 1 13840.7
0 125.51 2 13526.7
1263.07 0 5 13541.9
410.899 0 0 13768.6
1252.19 0 5 13315.9
0 1258.88 2 13402.7
0 1254.15 6 13676.3
0 975.98 5 13529.4
0 844.491 3 13831.6
428.235 0 0 13847
0 844.086 6 13769.2
0 427.391 0 14129.2
126.374 0 6 14118.5
929.466 0 6 14022.6
0 422.449 2 13808.2
0 1358.26 0 14052.2
1358.84 0 0 14019.3
1251.72 0 6 14040.5
974.566 0 6 13835.2
0 1259.25 1 13822.9
0 424.392 6 13987.8
853.047 0 0 13587.4
1354.53 0 1 13690.2
419.964 0 1 14094.3
851.229 0 2 13699.6
0 1254.77 6 13726.2
0 1357.01 6 14010.5
1257.32 0 2 13647.2
928.063 0 4 14101.4
1358.28 0 4 13684.3
0 1261.72 1 13338.9
0 1257.54 1 13449.8
972.948 0 6 13544.9
0 423.692 6 13980.1
0 1267.41 1 13534.7
929.547 0 1 14176.2
0 1355.54 2 14209.9
423.324 0 3 14307.7
1259.11 0 0 13842.5
0 976.637 5 13625.7
415.08 0 1 13812.3
0 1256.76 0 13459.1
0 427.323 0 14332.9
0 844.655 6 13768.3
1386.81 0 2 13723.6
1258.09 0 6 13723
0 928.21 2 13746.7
1346.73 0 1 13963.7
0 125.519 6 13536.7
425.932 0 3 13795
845.971 0 0 13911.9
0 977.195 5 13579.9
0 1259.2 0 13460.1
0 1349.36 6 14088
0 1259.6 2 13617.2
410.186 0 3 13673.4
1258.95 0 6 13741.1
406.77 0 1 13871.3
0 404.664 6 13308.1
977.171 0 0 13375.7
0 423.409 6 14130.3
1355.25 0 6 13890.6
413.949 0 2 13807
847.744 0 6 13503.2
420.425 0 3 13825.1
0 410.256 0 13580.2
0 1357.31 5 14006.4
1382.75 0 0 13445.5
0 422.122 6 13941.5
0 976.143 0 13530.5
0 972.65 2 13638.9
927.886 0 3 13753.9
0 854.161 3 13411.1
931.216 0 1 13902.3
0 410.071 5 13680.1
425.713 0 2 13831.3
0 422.074 1 14059.9
0 422.908 0 14046.7
0 1356.99 0 13974.6
412.133 0 0 13771.4
0 848.479 2 13342.4
0 1355.91 3 13957.3
1254.54 0 6 13555.3
1356.15 0 6 14006.6
0 851.412 0 13896.7
430.04 0 1 13621.5
928.945 0 5 13874.2
932.548 0 3 14339.1
0 1257.56 1 13793.9
0 1255.98 6 13365.1
0 935.394 0 13965.4
933.315 0 1 13815.8
0 934.287 2 13703.8
1263.43 0 6 13829.2
428.534 0 2 13883.2
0 409.466 0 13492.4
848.24 0 1 13415.7
0 422.178 1 14007.7
1254.02 0 0 13615.2
935.233 0 6 13990.3
0 1365.35 2 13996.7
1259.86 0 6 13432.3
1258.65 0 1 13698.8
0 413.272 0 13717.4
0 1356.03 4 13696.3
0 409.097 1 13749.9
925.618 0 6 14168.8
409.684 0 1 13353.7
926.756 0 6 13955.1
974.787 0 1 13982.9
843.817 0 1 13629.6
848.656 0 6 13416.7
427.821 0 1 14136.2
0 423.65 4 14293.1
850.524 0 2 14037
0 927.903 3 14099.8
423.142 0 3 14404.6
978.342 0 6 13977.3
0 926.716 6 13995.7
930.03 0 5 13761.6
1382.24 0 6 13427.7
0 430.178 6 14341
0 1260.38 1 13659.3
0 423.159 1 14069.6
0 1257.33 0 13599.5
0 1262.88 6 13531.9
0 977.199 1 13656
0 428.526 2 14010
0 1358.85 1 14056.7
0 1261.11 6 13709.3
849.179 0 3 13584.5
1350.24 0 5 14342
931.281 0 4 13830.3
0 1255.87 0 13493.7
1251.75 0 0 13313.6
922.839 0 3 14245
1261.15 0 1 13752.1
1382.58 0 5 13340.6
1352.57 0 1 13722.6
931.174 0 6 14193.7
851.008 0 0 13443.9
0 926.042 1 13644.3
0 1258.97 1 13516.9
413.355 0 0 13546.1
120.99 0 6 13576.9
0 929.185 0 14045.9
130.134 0 1 13915
0 1384.23 6 13667.3
0 928.141 4 13863.3
0 847.021 0 13675.7
1350.75 0 6 13995.2
1256.69 0 1 13876
0 1261.66 6 13790.8
0 426.446 5 13939.9
429.816 0 0 14565
416.194 0 3 13547.6
979.681 0 0 13521.2
409.402 0 6 13797.7
123.487 0 0 13226.1
0 426.982 5 13969.2
406.215 0 1 13595.2
411.89 0 6 13951.2
0 850.741 0 13740.2
0 1390.4 0 13622.5
408.7 0 0 13385.8
1356.21 0 1 14201.3
0 410.508 0 13758.3
420.041 0 6 13992.1
974.828 0 3 13281.3
430.113 0 5 13890.4
0 847.065 3 13453.2
842.975 0 5 13408.1
419.372 0 6 14022.3
0 421.064 2 14108.9
0 1258.03 5 13355.7
0 425.524 4 13876.6
0 1353.85 1 14066.7
976.599 0 5 13759
425.514 0 6 14004.2
426.153 0 4 14112
406.218 0 3 13666.3
0 849.369 6 13870.1
1263.72 0 0 13850.9
0 1253.6 0 13440.9
414.808 0 6 13515.4
0 845.683 3 13419.1
1256.21 0 6 13702.8
0 421.794 1 13976.9
1256.36 0 5 13858.3
977.548 0 1 14052.1
933.568 0 3 14432.1
928.83 0 4 13914.8
0 430.484 6 14146.3
409.413 0 6 13404.9
